date,vehicle_category,maker,electric_vehicles_sold,state,total_vehicles_sold
01-Mar-23,4-Wheelers,Mercedes -Benz AG,10,Manipur,1569
01-Mar-23,4-Wheelers,Volvo Auto India,37,Meghalaya,1158
01-Mar-23,4-Wheelers,KIA Motors,17,Mizoram,378
01-Mar-24,4-Wheelers,Tata Motors,6606,Nagaland,447
01-Mar-24,4-Wheelers,MG Motor,885,Nagaland,724
01-Mar-24,4-Wheelers,Mahindra & Mahindra,708,Punjab,8875
01-Mar-24,4-Wheelers,BYD India,142,Tripura,410
01-Mar-24,4-Wheelers,Hyundai Motor,116,Arunachal Pradesh,865
01-Mar-24,4-Wheelers,PCA Automobiles,130,Ladakh,16
01-Mar-24,4-Wheelers,BMW India,55,Ladakh,144
01-Mar-24,4-Wheelers,Mercedes -Benz AG,31,Manipur,1478
01-Mar-24,4-Wheelers,Volvo Auto India,39,Meghalaya,1150
01-Mar-24,4-Wheelers,KIA Motors,26,Mizoram,445
01-Apr-21,2-Wheelers,HERO ELECTRIC,759,Nagaland,369
01-Apr-21,2-Wheelers,OKINAWA,1251,Nagaland,490
01-Apr-21,2-Wheelers,AMPERE,751,Tripura,385
01-Apr-21,2-Wheelers,ATHER,903,Andaman & Nicobar Island,373
01-Apr-21,2-Wheelers,PURE EV,581,Andaman & Nicobar Island,153
01-Apr-21,2-Wheelers,TVS,302,Arunachal Pradesh,718
01-Apr-21,2-Wheelers,REVOLT,138,Arunachal Pradesh,966
01-Apr-21,2-Wheelers,BAJAJ,48,Ladakh,92
01-Apr-21,2-Wheelers,BEING,171,Mizoram,476
01-Apr-21,2-Wheelers,JITENDRA,36,Nagaland,432
01-Apr-21,2-Wheelers,OTHERS,749,Nagaland,545
01-Apr-22,2-Wheelers,OLA ELECTRIC,13601,Punjab,11608
01-Apr-22,2-Wheelers,OKINAWA,11341,Tripura,399
01-Apr-22,2-Wheelers,HERO ELECTRIC,6803,Andaman & Nicobar Island,346
01-Apr-22,2-Wheelers,AMPERE,6864,Andaman & Nicobar Island,148
01-Apr-22,2-Wheelers,TVS,1498,Arunachal Pradesh,816
01-Apr-22,2-Wheelers,ATHER,2451,Arunachal Pradesh,840
01-Apr-22,2-Wheelers,BAJAJ,1223,Ladakh,5
01-Apr-22,2-Wheelers,REVOLT,1241,Ladakh,49
01-Apr-22,2-Wheelers,PURE EV,1756,Meghalaya,1002
01-Apr-22,2-Wheelers,BEING,874,Mizoram,337
01-Apr-22,2-Wheelers,JITENDRA,940,Nagaland,375
01-Apr-22,2-Wheelers,OTHERS,4683,Nagaland,806
01-Apr-23,2-Wheelers,OLA ELECTRIC,22548,Tripura,328
01-Apr-23,2-Wheelers,TVS,8654,Arunachal Pradesh,1131
01-Apr-23,2-Wheelers,ATHER,7707,Arunachal Pradesh,1048
01-Apr-23,2-Wheelers,BAJAJ,4043,Ladakh,30
01-Apr-23,2-Wheelers,AMPERE,8767,Ladakh,59
01-Apr-23,2-Wheelers,OKINAWA,3179,Manipur,320
01-Apr-23,2-Wheelers,HERO ELECTRIC,3293,Meghalaya,1369
01-Apr-23,2-Wheelers,OKAYA EV,1544,Mizoram,433
01-Apr-23,2-Wheelers,BGAUSS,762,Nagaland,693
01-Apr-23,2-Wheelers,BATTRE ELECTRIC,644,Nagaland,820
01-Apr-23,2-Wheelers,KINETIC GREEN,838,Andaman & Nicobar Island,325
01-Apr-23,2-Wheelers,REVOLT,520,Arunachal Pradesh,971
01-Apr-23,2-Wheelers,OTHERS,4315,Ladakh,43
01-May-21,2-Wheelers,HERO ELECTRIC,170,Ladakh,219
01-May-21,2-Wheelers,OKINAWA,245,Manipur,942
01-May-21,2-Wheelers,AMPERE,147,Mizoram,336
01-May-21,2-Wheelers,ATHER,160,Nagaland,560
01-May-21,2-Wheelers,PURE EV,122,Andaman & Nicobar Island,436
01-May-21,2-Wheelers,TVS,9,Andaman & Nicobar Island,150
01-May-21,2-Wheelers,REVOLT,42,Arunachal Pradesh,1132
01-May-21,2-Wheelers,BAJAJ,20,Ladakh,364
01-May-21,2-Wheelers,BEING,54,Mizoram,382
01-May-21,2-Wheelers,JITENDRA,13,Nagaland,610
01-May-21,2-Wheelers,OTHERS,260,Nagaland,796
01-May-22,2-Wheelers,OLA ELECTRIC,9266,Andaman & Nicobar Island,373
01-May-22,2-Wheelers,OKINAWA,10340,Arunachal Pradesh,1141
01-May-22,2-Wheelers,HERO ELECTRIC,2970,Arunachal Pradesh,1089
01-May-22,2-Wheelers,AMPERE,6176,Ladakh,304
01-May-22,2-Wheelers,TVS,478,Manipur,220
01-May-22,2-Wheelers,ATHER,3337,Mizoram,383
01-May-22,2-Wheelers,BAJAJ,1812,Nagaland,650
01-May-22,2-Wheelers,OKAYA EV,19,Nagaland,620
01-May-22,2-Wheelers,REVOLT,1589,Andaman & Nicobar Island,424
01-May-22,2-Wheelers,PURE EV,1464,Arunachal Pradesh,1315
01-May-22,2-Wheelers,BEING,862,Ladakh,301
01-May-22,2-Wheelers,JITENDRA,646,Mizoram,439
01-May-22,2-Wheelers,OTHERS,3455,Andaman & Nicobar Island,477
01-May-23,2-Wheelers,OLA ELECTRIC,29447,Arunachal Pradesh,1292
01-May-23,2-Wheelers,TVS,20188,Ladakh,63
01-May-23,2-Wheelers,ATHER,15243,Ladakh,278
01-May-23,2-Wheelers,BAJAJ,9976,Mizoram,410
01-May-23,2-Wheelers,AMPERE,10659,Nagaland,592
01-May-23,2-Wheelers,OKINAWA,2873,Nagaland,760
01-May-23,2-Wheelers,HERO ELECTRIC,2085,Andaman & Nicobar Island,379
01-May-23,2-Wheelers,OKAYA EV,3831,Arunachal Pradesh,1274
01-May-23,2-Wheelers,BGAUSS,1792,Ladakh,40
01-May-23,2-Wheelers,BATTRE ELECTRIC,1185,Ladakh,211
01-May-23,2-Wheelers,KINETIC GREEN,886,Manipur,426
01-May-23,2-Wheelers,REVOLT,565,Manipur,239
01-May-23,2-Wheelers,OTHERS,6627,Mizoram,415
01-Jun-21,2-Wheelers,HERO ELECTRIC,1355,Nagaland,654
01-Jun-21,2-Wheelers,OKINAWA,984,Arunachal Pradesh,1281
01-Jun-21,2-Wheelers,AMPERE,299,Ladakh,33
01-Jun-21,2-Wheelers,ATHER,320,Ladakh,187
01-Jun-21,2-Wheelers,PURE EV,460,Mizoram,453
01-Jun-21,2-Wheelers,TVS,208,Nagaland,471
01-Jun-21,2-Wheelers,REVOLT,59,Nagaland,743
01-Jun-21,2-Wheelers,BAJAJ,176,Arunachal Pradesh,1458
01-Jun-21,2-Wheelers,BEING,198,Ladakh,39
01-Jun-21,2-Wheelers,JITENDRA,43,Ladakh,166
01-Jun-21,2-Wheelers,OTHERS,567,Mizoram,531
01-Jun-22,2-Wheelers,OLA ELECTRIC,5897,Ladakh,7
01-Jun-22,2-Wheelers,OKINAWA,7554,Ladakh,144
01-Jun-22,2-Wheelers,HERO ELECTRIC,6836,Mizoram,568
01-Jun-22,2-Wheelers,AMPERE,6919,Nagaland,421
01-Jun-22,2-Wheelers,TVS,1983,Nagaland,562
01-Jun-22,2-Wheelers,ATHER,3829,Arunachal Pradesh,995
01-Jun-22,2-Wheelers,BAJAJ,1824,Nagaland,505
01-Jun-22,2-Wheelers,OKAYA EV,760,Ladakh,141
01-Jun-22,2-Wheelers,REVOLT,2423,Andaman & Nicobar,177
01-Jun-22,2-Wheelers,PURE EV,1125,Nagaland,877
01-Jun-22,2-Wheelers,BEING,1005,Arunachal Pradesh,1117
01-Jun-22,2-Wheelers,JITENDRA,568,Nagaland,763
01-Jun-22,2-Wheelers,OTHERS,3658,Ladakh,4
01-Jun-23,2-Wheelers,OLA ELECTRIC,17768,Mizoram,494
01-Jun-23,2-Wheelers,TVS,7772,Ladakh,47
01-Jun-23,2-Wheelers,ATHER,4547,Arunachal Pradesh,1259
01-Jun-23,2-Wheelers,BAJAJ,2975,Ladakh,11
01-Jun-23,2-Wheelers,AMPERE,3006,Mizoram,463
01-Jun-23,2-Wheelers,OKINAWA,2588,Nagaland,1336
01-Jun-23,2-Wheelers,HERO ELECTRIC,1123,Ladakh,81
01-Jun-23,2-Wheelers,OKAYA EV,419,DNH and DD,657
01-Jun-23,2-Wheelers,BGAUSS,189,Himachal Pradesh,3544
01-Jun-23,2-Wheelers,BATTRE ELECTRIC,82,Meghalaya,930
01-Jun-23,2-Wheelers,KINETIC GREEN,201,Chandigarh,413
01-Jun-23,2-Wheelers,REVOLT,705,Haryana,4373
01-Jun-23,2-Wheelers,OTHERS,4466,Himachal Pradesh,1503
01-Jul-21,2-Wheelers,HERO ELECTRIC,4557,Jharkhand,2290
01-Jul-21,2-Wheelers,OKINAWA,2633,Madhya Pradesh,6302
01-Jul-21,2-Wheelers,AMPERE,663,Meghalaya,88
01-Jul-21,2-Wheelers,ATHER,1799,Assam,3842
01-Jul-21,2-Wheelers,PURE EV,1417,DNH and DD,234
01-Jul-21,2-Wheelers,TVS,648,Himachal Pradesh,3193
01-Jul-21,2-Wheelers,REVOLT,321,Jammu and Kashmir,4469
01-Jul-21,2-Wheelers,BAJAJ,730,Tripura,1523
01-Jul-21,2-Wheelers,BEING,494,Jammu and Kashmir,5336
01-Jul-21,2-Wheelers,JITENDRA,212,Meghalaya,759
01-Jul-21,2-Wheelers,OTHERS,1202,Andaman & Nicobar Island,110
01-Jul-22,2-Wheelers,OLA ELECTRIC,3864,Puducherry,837
01-Jul-22,2-Wheelers,OKINAWA,8394,DNH and DD,666
01-Jul-22,2-Wheelers,HERO ELECTRIC,9334,Himachal Pradesh,3379
01-Jul-22,2-Wheelers,AMPERE,6812,Jammu and Kashmir,3773
01-Jul-22,2-Wheelers,TVS,4348,Nagaland,578
01-Jul-22,2-Wheelers,ATHER,1289,Andaman & Nicobar Island,70
01-Jul-22,2-Wheelers,BAJAJ,2482,DNH and DD,628
01-Jul-22,2-Wheelers,OKAYA EV,1076,DNH and DD,333
01-Jul-22,2-Wheelers,REVOLT,2318,Himachal Pradesh,3201
01-Jul-22,2-Wheelers,PURE EV,1000,DNH and DD,938
01-Jul-22,2-Wheelers,BEING,1245,Puducherry,532
01-Jul-22,2-Wheelers,JITENDRA,880,Andaman & Nicobar Island,122
01-Jul-22,2-Wheelers,OTHERS,3562,DNH and DD,336
01-Jul-23,2-Wheelers,OLA ELECTRIC,19409,Himachal Pradesh,4105
01-Jul-23,2-Wheelers,TVS,10272,Tripura,3579
01-Jul-23,2-Wheelers,ATHER,6604,DNH and DD,354
01-Jul-23,2-Wheelers,BAJAJ,4081,Meghalaya,917
01-Jul-23,2-Wheelers,AMPERE,3530,DNH and DD,355
01-Jul-23,2-Wheelers,OKINAWA,2238,Andaman & Nicobar Island,147
01-Jul-23,2-Wheelers,HERO ELECTRIC,770,DNH and DD,431
01-Jul-23,2-Wheelers,OKAYA EV,775,Manipur,1246
01-Jul-23,2-Wheelers,BGAUSS,653,Manipur,813
01-Jul-23,2-Wheelers,BATTRE ELECTRIC,133,Meghalaya,860
01-Jul-23,2-Wheelers,KINETIC GREEN,229,DNH and DD,374
01-Jul-23,2-Wheelers,REVOLT,478,Mizoram,1638
01-Jul-23,2-Wheelers,OTHERS,5020,Nagaland,514
01-Aug-21,2-Wheelers,HERO ELECTRIC,5527,DNH and DD,767
01-Aug-21,2-Wheelers,OKINAWA,2894,Meghalaya,1087
01-Aug-21,2-Wheelers,AMPERE,810,Arunachal Pradesh,947
01-Aug-21,2-Wheelers,ATHER,1613,Ladakh,285
01-Aug-21,2-Wheelers,PURE EV,1094,Mizoram,1427
01-Aug-21,2-Wheelers,TVS,651,DNH and DD,303
01-Aug-21,2-Wheelers,REVOLT,853,DNH and DD,390
01-Aug-21,2-Wheelers,BAJAJ,796,Manipur,2473
01-Aug-21,2-Wheelers,BEING,325,Meghalaya,1719
01-Aug-21,2-Wheelers,JITENDRA,208,Meghalaya,1188
01-Aug-21,2-Wheelers,OTHERS,1279,Andaman & Nicobar Island,159
01-Aug-22,2-Wheelers,OLA ELECTRIC,3475,Arunachal Pradesh,925
01-Aug-22,2-Wheelers,OKINAWA,8756,Meghalaya,1180
01-Aug-22,2-Wheelers,HERO ELECTRIC,9925,Punjab,13085
01-Aug-22,2-Wheelers,AMPERE,6771,DNH and DD,360
01-Aug-22,2-Wheelers,TVS,6426,Ladakh,20
01-Aug-22,2-Wheelers,ATHER,5376,Meghalaya,1271
01-Aug-22,2-Wheelers,BAJAJ,2620,Andaman & Nicobar Island,373
01-Aug-22,2-Wheelers,OKAYA EV,905,Andaman & Nicobar Island,162
01-Aug-22,2-Wheelers,REVOLT,1662,Meghalaya,1907
01-Aug-22,2-Wheelers,PURE EV,880,Andaman & Nicobar Island,122
01-Aug-22,2-Wheelers,BEING,1099,Arunachal Pradesh,892
01-Aug-22,2-Wheelers,JITENDRA,653,DNH and DD,407
01-Aug-22,2-Wheelers,OTHERS,3678,Nagaland,687
01-Aug-23,2-Wheelers,OLA ELECTRIC,18983,Tripura,299
01-Aug-23,2-Wheelers,TVS,15296,Arunachal Pradesh,1193
01-Aug-23,2-Wheelers,ATHER,7065,Andaman & Nicobar Island,136
01-Aug-23,2-Wheelers,BAJAJ,6508,DNH and DD,370
01-Aug-23,2-Wheelers,AMPERE,3654,Meghalaya,1969
01-Aug-23,2-Wheelers,OKINAWA,1977,Ladakh,117
01-Aug-23,2-Wheelers,HERO ELECTRIC,774,Nagaland,599
01-Aug-23,2-Wheelers,OKAYA EV,1137,Nagaland,739
01-Aug-23,2-Wheelers,BGAUSS,912,DNH and DD,357
01-Aug-23,2-Wheelers,BATTRE ELECTRIC,287,Andaman & Nicobar Island,148
01-Aug-23,2-Wheelers,KINETIC GREEN,380,Nagaland,531
01-Aug-23,2-Wheelers,REVOLT,508,Andaman & Nicobar Island,404
01-Aug-23,2-Wheelers,OTHERS,4990,Andaman & Nicobar Island,191
01-Sep-21,2-Wheelers,HERO ELECTRIC,6727,Meghalaya,1776
01-Sep-21,2-Wheelers,OKINAWA,3321,Meghalaya,1354
01-Sep-21,2-Wheelers,AMPERE,807,Andaman & Nicobar Island,170
01-Sep-21,2-Wheelers,ATHER,2174,Nagaland,634
01-Sep-21,2-Wheelers,PURE EV,1337,Nagaland,860
01-Sep-21,2-Wheelers,TVS,688,Meghalaya,1518
01-Sep-21,2-Wheelers,REVOLT,499,Meghalaya,1060
01-Sep-21,2-Wheelers,BAJAJ,381,Mizoram,513
01-Sep-21,2-Wheelers,BEING,337,Meghalaya,1429
01-Sep-21,2-Wheelers,JITENDRA,134,Andaman & Nicobar Island,181
01-Sep-21,2-Wheelers,OTHERS,1627,Nagaland,822
01-Sep-22,2-Wheelers,OLA ELECTRIC,8065,Andaman & Nicobar Island,158
01-Sep-22,2-Wheelers,OKINAWA,8497,Arunachal Pradesh,1081
01-Sep-22,2-Wheelers,HERO ELECTRIC,8208,Andaman & Nicobar Island,168
01-Sep-22,2-Wheelers,AMPERE,6488,Andhra Pradesh,7837
01-Sep-22,2-Wheelers,TVS,4001,Bihar,5731
01-Sep-22,2-Wheelers,ATHER,6280,Chandigarh,1426
01-Sep-22,2-Wheelers,BAJAJ,3649,Delhi,8076
01-Sep-22,2-Wheelers,OKAYA EV,954,Goa,1442
01-Sep-22,2-Wheelers,REVOLT,865,Gujarat,17386
01-Sep-22,2-Wheelers,PURE EV,790,Haryana,15476
01-Sep-22,2-Wheelers,BEING,975,Jharkhand,3425
01-Sep-22,2-Wheelers,JITENDRA,661,Karnataka,16864
01-Sep-22,2-Wheelers,OTHERS,3849,Kerala,23660
01-Sep-23,2-Wheelers,OLA ELECTRIC,18926,Madhya Pradesh,5356
01-Sep-23,2-Wheelers,TVS,15425,Maharashtra,16829
01-Sep-23,2-Wheelers,ATHER,7107,Odisha,5101
01-Sep-23,2-Wheelers,BAJAJ,7019,Punjab,8955
01-Sep-23,2-Wheelers,AMPERE,4148,Rajasthan,10647
01-Sep-23,2-Wheelers,OKINAWA,1769,Tamil Nadu,18826
01-Sep-23,2-Wheelers,HERO ELECTRIC,835,Uttar Pradesh,23056
01-Sep-23,2-Wheelers,OKAYA EV,873,Uttarakhand,2728
01-Sep-23,2-Wheelers,BGAUSS,924,West Bengal,7640
01-Sep-23,2-Wheelers,BATTRE ELECTRIC,255,Andhra Pradesh,5831
01-Sep-23,2-Wheelers,KINETIC GREEN,231,Goa,393
01-Sep-23,2-Wheelers,REVOLT,879,Gujarat,15959
01-Sep-23,2-Wheelers,OTHERS,5355,Karnataka,646
01-Oct-21,2-Wheelers,HERO ELECTRIC,6799,Kerala,5164
01-Oct-21,2-Wheelers,OKINAWA,4166,Maharashtra,13528
01-Oct-21,2-Wheelers,AMPERE,1083,Puducherry,119
01-Oct-21,2-Wheelers,ATHER,2647,Rajasthan,2756
01-Oct-21,2-Wheelers,PURE EV,1400,Tamil Nadu,3413
01-Oct-21,2-Wheelers,TVS,486,Uttar Pradesh,14016
01-Oct-21,2-Wheelers,REVOLT,900,West Bengal,3962
01-Oct-21,2-Wheelers,BAJAJ,754,Andhra Pradesh,6098
01-Oct-21,2-Wheelers,BEING,469,Bihar,5692
01-Oct-21,2-Wheelers,JITENDRA,283,Chandigarh,2050
01-Oct-21,2-Wheelers,OTHERS,1826,Chhattisgarh,4526
01-Oct-22,2-Wheelers,OLA ELECTRIC,15391,Delhi,12914
01-Oct-22,2-Wheelers,OKINAWA,14950,Goa,749
01-Oct-22,2-Wheelers,HERO ELECTRIC,8868,Gujarat,19359
01-Oct-22,2-Wheelers,AMPERE,10113,Haryana,13420
01-Oct-22,2-Wheelers,TVS,5820,Jharkhand,4405
01-Oct-22,2-Wheelers,ATHER,7356,Karnataka,8030
01-Oct-22,2-Wheelers,BAJAJ,3549,Kerala,10018
01-Oct-22,2-Wheelers,OKAYA EV,1968,Madhya Pradesh,12092
01-Oct-22,2-Wheelers,REVOLT,1041,Maharashtra,24817
01-Oct-22,2-Wheelers,PURE EV,1047,Odisha,3041
01-Oct-22,2-Wheelers,BEING,1422,Punjab,7126
01-Oct-22,2-Wheelers,JITENDRA,1111,Rajasthan,12070
01-Oct-22,2-Wheelers,OTHERS,4614,Tamil Nadu,7793
01-Oct-23,2-Wheelers,OLA ELECTRIC,23968,Uttar Pradesh,25704
01-Oct-23,2-Wheelers,TVS,16309,Uttarakhand,2972
01-Oct-23,2-Wheelers,ATHER,8375,West Bengal,6316
01-Oct-23,2-Wheelers,BAJAJ,8960,Andaman & Nicobar Island,176
01-Oct-23,2-Wheelers,AMPERE,4487,Andhra Pradesh,7877
01-Oct-23,2-Wheelers,OKINAWA,1457,Bihar,5438
01-Oct-23,2-Wheelers,HERO ELECTRIC,658,Chandigarh,1916
01-Oct-23,2-Wheelers,OKAYA EV,863,Chhattisgarh,4916
01-Oct-23,2-Wheelers,BGAUSS,1157,Delhi,15033
01-Oct-23,2-Wheelers,BATTRE ELECTRIC,227,Goa,982
01-Oct-23,2-Wheelers,KINETIC GREEN,389,Gujarat,23792
01-Oct-23,2-Wheelers,REVOLT,681,Haryana,14524
01-Oct-23,2-Wheelers,OTHERS,7092,Himachal Pradesh,3811
01-Nov-21,2-Wheelers,HERO ELECTRIC,7493,Jharkhand,5020
01-Nov-21,2-Wheelers,OKINAWA,5542,Karnataka,21640
01-Nov-21,2-Wheelers,AMPERE,2077,Kerala,18406
01-Nov-21,2-Wheelers,ATHER,2202,Madhya Pradesh,14581
01-Nov-21,2-Wheelers,PURE EV,1688,Maharashtra,38063
01-Nov-21,2-Wheelers,TVS,522,Odisha,5552
01-Nov-21,2-Wheelers,REVOLT,780,Punjab,9328
01-Nov-21,2-Wheelers,BAJAJ,728,Rajasthan,14374
01-Nov-21,2-Wheelers,BEING,912,Tamil Nadu,20857
01-Nov-21,2-Wheelers,JITENDRA,273,Uttar Pradesh,27999
01-Nov-21,2-Wheelers,OTHERS,2317,Uttarakhand,4182
01-Nov-22,2-Wheelers,OLA ELECTRIC,15797,West Bengal,8919
01-Nov-22,2-Wheelers,OKINAWA,9068,Andhra Pradesh,8245
01-Nov-22,2-Wheelers,HERO ELECTRIC,9026,Assam,6447
01-Nov-22,2-Wheelers,AMPERE,12446,Bihar,5724
01-Nov-22,2-Wheelers,TVS,8147,Chandigarh,1845
01-Nov-22,2-Wheelers,ATHER,7837,Chhattisgarh,4350
01-Nov-22,2-Wheelers,BAJAJ,3057,Delhi,13177
01-Nov-22,2-Wheelers,OKAYA EV,1783,Goa,1439
01-Nov-22,2-Wheelers,REVOLT,524,Gujarat,20394
01-Nov-22,2-Wheelers,PURE EV,925,Haryana,16027
01-Nov-22,2-Wheelers,BEING,1216,Jharkhand,5113
01-Nov-22,2-Wheelers,JITENDRA,1256,Karnataka,21975
01-Nov-22,2-Wheelers,OTHERS,5693,Kerala,22813
01-Nov-23,2-Wheelers,OLA ELECTRIC,29980,Madhya Pradesh,12758
01-Nov-23,2-Wheelers,TVS,18914,Maharashtra,35127
01-Nov-23,2-Wheelers,ATHER,9220,Odisha,5453
01-Nov-23,2-Wheelers,BAJAJ,11769,Punjab,9209
01-Nov-23,2-Wheelers,AMPERE,4638,Rajasthan,11454
01-Nov-23,2-Wheelers,OKINAWA,1587,Tamil Nadu,20865
01-Nov-23,2-Wheelers,HERO ELECTRIC,814,Uttar Pradesh,24012
01-Nov-23,2-Wheelers,OKAYA EV,1281,Uttarakhand,3760
01-Nov-23,2-Wheelers,BGAUSS,1589,West Bengal,9198
01-Nov-23,2-Wheelers,BATTRE ELECTRIC,659,Andhra Pradesh,7952
01-Nov-23,2-Wheelers,KINETIC GREEN,422,Bihar,4339
01-Nov-23,2-Wheelers,REVOLT,663,Chandigarh,1607
01-Nov-23,2-Wheelers,OTHERS,9707,Chhattisgarh,3650
01-Dec-21,2-Wheelers,HERO ELECTRIC,6402,Delhi,9181
01-Dec-21,2-Wheelers,OKINAWA,6184,Goa,1277
01-Dec-21,2-Wheelers,AMPERE,3410,Gujarat,24797
01-Dec-21,2-Wheelers,ATHER,1813,Haryana,14879
01-Dec-21,2-Wheelers,PURE EV,1685,Jharkhand,3892
01-Dec-21,2-Wheelers,OLA ELECTRIC,240,Karnataka,21407
01-Dec-21,2-Wheelers,TVS,1119,Kerala,22063
01-Dec-21,2-Wheelers,REVOLT,835,Madhya Pradesh,11756
01-Dec-21,2-Wheelers,BAJAJ,642,Maharashtra,27900
01-Dec-21,2-Wheelers,BEING,1190,Odisha,4865
01-Dec-21,2-Wheelers,JITENDRA,503,Puducherry,640
01-Dec-21,2-Wheelers,OTHERS,2603,Punjab,7521
01-Dec-22,2-Wheelers,OLA ELECTRIC,16919,Rajasthan,11035
01-Dec-22,2-Wheelers,OKINAWA,5281,Tamil Nadu,18823
01-Dec-22,2-Wheelers,HERO ELECTRIC,8100,Uttar Pradesh,23510
01-Dec-22,2-Wheelers,AMPERE,4592,Uttarakhand,3171
01-Dec-22,2-Wheelers,TVS,9363,West Bengal,9437
01-Dec-22,2-Wheelers,ATHER,7693,Andhra Pradesh,7366
01-Dec-22,2-Wheelers,BAJAJ,3240,Bihar,5838
01-Dec-22,2-Wheelers,OKAYA EV,1445,Chandigarh,1816
01-Dec-22,2-Wheelers,REVOLT,37,Chhattisgarh,5255
01-Dec-22,2-Wheelers,PURE EV,780,Delhi,12876
01-Dec-22,2-Wheelers,BEING,966,Goa,1165
01-Dec-22,2-Wheelers,JITENDRA,668,Gujarat,23184
01-Dec-22,2-Wheelers,OTHERS,5557,Haryana,11634
01-Dec-23,2-Wheelers,OLA ELECTRIC,30588,Jammu and Kashmir,4205
01-Dec-23,2-Wheelers,TVS,12171,Jharkhand,4806
01-Dec-23,2-Wheelers,ATHER,6471,Karnataka,18505
01-Dec-23,2-Wheelers,BAJAJ,10292,Kerala,14562
01-Dec-23,2-Wheelers,AMPERE,3309,Madhya Pradesh,9554
01-Dec-23,2-Wheelers,OKINAWA,953,Maharashtra,33771
01-Dec-23,2-Wheelers,HERO ELECTRIC,545,Odisha,5830
01-Dec-23,2-Wheelers,OKAYA EV,700,Punjab,8523
01-Dec-23,2-Wheelers,BGAUSS,1200,Rajasthan,12823
01-Dec-23,2-Wheelers,BATTRE ELECTRIC,241,Tamil Nadu,14796
01-Dec-23,2-Wheelers,KINETIC GREEN,660,Uttar Pradesh,23095
01-Dec-23,2-Wheelers,REVOLT,673,Uttarakhand,3523
01-Dec-23,2-Wheelers,OTHERS,7691,West Bengal,7120
01-Jan-22,2-Wheelers,HERO ELECTRIC,8238,Andhra Pradesh,7374
01-Jan-22,2-Wheelers,OKINAWA,5737,Bihar,6992
01-Jan-22,2-Wheelers,AMPERE,4366,Chandigarh,1919
01-Jan-22,2-Wheelers,ATHER,1881,Chhattisgarh,4824
01-Jan-22,2-Wheelers,PURE EV,1691,Delhi,11782
01-Jan-22,2-Wheelers,OLA ELECTRIC,1107,Goa,1293
01-Jan-22,2-Wheelers,TVS,1155,Gujarat,22396
01-Jan-22,2-Wheelers,REVOLT,673,Haryana,16035
01-Jan-22,2-Wheelers,BAJAJ,612,Jharkhand,5320
01-Jan-22,2-Wheelers,BEING,1062,Karnataka,17247
01-Jan-22,2-Wheelers,JITENDRA,535,Kerala,15244
01-Jan-22,2-Wheelers,OTHERS,3065,Madhya Pradesh,12871
01-Jan-23,2-Wheelers,OLA ELECTRIC,20148,Maharashtra,28322
01-Jan-23,2-Wheelers,OKINAWA,4407,Odisha,5095
01-Jan-23,2-Wheelers,HERO ELECTRIC,6399,Punjab,9015
01-Jan-23,2-Wheelers,AMPERE,4456,Rajasthan,16115
01-Jan-23,2-Wheelers,TVS,10462,Tamil Nadu,15533
01-Jan-23,2-Wheelers,ATHER,9224,Uttar Pradesh,29608
01-Jan-23,2-Wheelers,BAJAJ,2252,Uttarakhand,3954
01-Jan-23,2-Wheelers,OKAYA EV,1265,West Bengal,8836
01-Jan-23,2-Wheelers,REVOLT,14,Andhra Pradesh,6314
01-Jan-23,2-Wheelers,PURE EV,717,Assam,6737
01-Jan-23,2-Wheelers,BEING,571,Bihar,5031
01-Jan-23,2-Wheelers,JITENDRA,522,Chandigarh,1985
01-Jan-23,2-Wheelers,OTHERS,4241,Chhattisgarh,3651
01-Jan-24,2-Wheelers,OLA ELECTRIC,32275,Delhi,12633
01-Jan-24,2-Wheelers,TVS,15153,Goa,1306
01-Jan-24,2-Wheelers,ATHER,9244,Gujarat,24277
01-Jan-24,2-Wheelers,BAJAJ,10753,Haryana,16015
01-Jan-24,2-Wheelers,AMPERE,2505,Jharkhand,4258
